*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme
Individual Sales,"","","","","","","","","",b15102017,Daily Sales,15/10/2017,15/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c14102017,Daily Sales,14/10/2017,14/10/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p14102017,Daily Sales,14/10/2017,14/10/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b14102017,Daily Sales,14/10/2017,14/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c13102017,Daily Sales,13/10/2017,13/10/2017,"","",Cash,1,29.7,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p13102017,Daily Sales,13/10/2017,13/10/2017,"","",Card,1,242.52,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b13102017,Daily Sales,13/10/2017,13/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c12102017,Daily Sales,12/10/2017,12/10/2017,"","",Cash,1,64.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p12102017,Daily Sales,12/10/2017,12/10/2017,"","",Card,1,201.81,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b12102017,Daily Sales,12/10/2017,12/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c11102017,Daily Sales,11/10/2017,11/10/2017,"","",Cash,1,12.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p11102017,Daily Sales,11/10/2017,11/10/2017,"","",Card,1,284.98,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b11102017,Daily Sales,11/10/2017,11/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c10102017,Daily Sales,10/10/2017,10/10/2017,"","",Cash,1,73.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p10102017,Daily Sales,10/10/2017,10/10/2017,"","",Card,1,200.38,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b10102017,Daily Sales,10/10/2017,10/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c09102017,Daily Sales,09/10/2017,09/10/2017,"","",Cash,1,38.96,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p09102017,Daily Sales,09/10/2017,09/10/2017,"","",Card,1,287.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b09102017,Daily Sales,09/10/2017,09/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c08102017,Daily Sales,08/10/2017,08/10/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p08102017,Daily Sales,08/10/2017,08/10/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b08102017,Daily Sales,08/10/2017,08/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c07102017,Daily Sales,07/10/2017,07/10/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p07102017,Daily Sales,07/10/2017,07/10/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b07102017,Daily Sales,07/10/2017,07/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c06102017,Daily Sales,06/10/2017,06/10/2017,"","",Cash,1,50.18,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p06102017,Daily Sales,06/10/2017,06/10/2017,"","",Card,1,164.22,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b06102017,Daily Sales,06/10/2017,06/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c05102017,Daily Sales,05/10/2017,05/10/2017,"","",Cash,1,27.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p05102017,Daily Sales,05/10/2017,05/10/2017,"","",Card,1,226.26,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b05102017,Daily Sales,05/10/2017,05/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c04102017,Daily Sales,04/10/2017,04/10/2017,"","",Cash,1,49.8,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p04102017,Daily Sales,04/10/2017,04/10/2017,"","",Card,1,240.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b04102017,Daily Sales,04/10/2017,04/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c03102017,Daily Sales,03/10/2017,03/10/2017,"","",Cash,1,56.8,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p03102017,Daily Sales,03/10/2017,03/10/2017,"","",Card,1,257.33,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b03102017,Daily Sales,03/10/2017,03/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c02102017,Daily Sales,02/10/2017,02/10/2017,"","",Cash,1,13.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p02102017,Daily Sales,02/10/2017,02/10/2017,"","",Card,1,203.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b02102017,Daily Sales,02/10/2017,02/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c01102017,Daily Sales,01/10/2017,01/10/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p01102017,Daily Sales,01/10/2017,01/10/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b01102017,Daily Sales,01/10/2017,01/10/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c30092017,Daily Sales,30/09/2017,30/09/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p30092017,Daily Sales,30/09/2017,30/09/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b30092017,Daily Sales,30/09/2017,30/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c29092017,Daily Sales,29/09/2017,29/09/2017,"","",Cash,1,40.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p29092017,Daily Sales,29/09/2017,29/09/2017,"","",Card,1,172.64,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b29092017,Daily Sales,29/09/2017,29/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c28092017,Daily Sales,28/09/2017,28/09/2017,"","",Cash,1,84.08,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p28092017,Daily Sales,28/09/2017,28/09/2017,"","",Card,1,211.06,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b28092017,Daily Sales,28/09/2017,28/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c27092017,Daily Sales,27/09/2017,27/09/2017,"","",Cash,1,43.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p27092017,Daily Sales,27/09/2017,27/09/2017,"","",Card,1,171.41,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b27092017,Daily Sales,27/09/2017,27/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c26092017,Daily Sales,26/09/2017,26/09/2017,"","",Cash,1,37.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p26092017,Daily Sales,26/09/2017,26/09/2017,"","",Card,1,216.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b26092017,Daily Sales,26/09/2017,26/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c25092017,Daily Sales,25/09/2017,25/09/2017,"","",Cash,1,90.7,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p25092017,Daily Sales,25/09/2017,25/09/2017,"","",Card,1,262.76,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b25092017,Daily Sales,25/09/2017,25/09/2017,"","",Bank,1,6.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c24092017,Daily Sales,24/09/2017,24/09/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p24092017,Daily Sales,24/09/2017,24/09/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b24092017,Daily Sales,24/09/2017,24/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c23092017,Daily Sales,23/09/2017,23/09/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p23092017,Daily Sales,23/09/2017,23/09/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b23092017,Daily Sales,23/09/2017,23/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c22092017,Daily Sales,22/09/2017,22/09/2017,"","",Cash,1,48.92,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p22092017,Daily Sales,22/09/2017,22/09/2017,"","",Card,1,185.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b22092017,Daily Sales,22/09/2017,22/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c21092017,Daily Sales,21/09/2017,21/09/2017,"","",Cash,1,30.7,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p21092017,Daily Sales,21/09/2017,21/09/2017,"","",Card,1,239.85,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b21092017,Daily Sales,21/09/2017,21/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c20092017,Daily Sales,20/09/2017,20/09/2017,"","",Cash,1,20.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p20092017,Daily Sales,20/09/2017,20/09/2017,"","",Card,1,242.35,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b20092017,Daily Sales,20/09/2017,20/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c19092017,Daily Sales,19/09/2017,19/09/2017,"","",Cash,1,29.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p19092017,Daily Sales,19/09/2017,19/09/2017,"","",Card,1,191.83,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b19092017,Daily Sales,19/09/2017,19/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c18092017,Daily Sales,18/09/2017,18/09/2017,"","",Cash,1,35.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p18092017,Daily Sales,18/09/2017,18/09/2017,"","",Card,1,240.58,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b18092017,Daily Sales,18/09/2017,18/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c17092017,Daily Sales,17/09/2017,17/09/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p17092017,Daily Sales,17/09/2017,17/09/2017,"","",Card,1,20.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b17092017,Daily Sales,17/09/2017,17/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c16092017,Daily Sales,16/09/2017,16/09/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p16092017,Daily Sales,16/09/2017,16/09/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b16092017,Daily Sales,16/09/2017,16/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c15092017,Daily Sales,15/09/2017,15/09/2017,"","",Cash,1,71.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p15092017,Daily Sales,15/09/2017,15/09/2017,"","",Card,1,184.51,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b15092017,Daily Sales,15/09/2017,15/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c14092017,Daily Sales,14/09/2017,14/09/2017,"","",Cash,1,25.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p14092017,Daily Sales,14/09/2017,14/09/2017,"","",Card,1,148.76,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b14092017,Daily Sales,14/09/2017,14/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c13092017,Daily Sales,13/09/2017,13/09/2017,"","",Cash,1,96.82,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p13092017,Daily Sales,13/09/2017,13/09/2017,"","",Card,1,268.06,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b13092017,Daily Sales,13/09/2017,13/09/2017,"","",Bank,1,7.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c12092017,Daily Sales,12/09/2017,12/09/2017,"","",Cash,1,25.64,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p12092017,Daily Sales,12/09/2017,12/09/2017,"","",Card,1,213.68,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b12092017,Daily Sales,12/09/2017,12/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c11092017,Daily Sales,11/09/2017,11/09/2017,"","",Cash,1,74.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p11092017,Daily Sales,11/09/2017,11/09/2017,"","",Card,1,291.26,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b11092017,Daily Sales,11/09/2017,11/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c10092017,Daily Sales,10/09/2017,10/09/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p10092017,Daily Sales,10/09/2017,10/09/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b10092017,Daily Sales,10/09/2017,10/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c09092017,Daily Sales,09/09/2017,09/09/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p09092017,Daily Sales,09/09/2017,09/09/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b09092017,Daily Sales,09/09/2017,09/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c08092017,Daily Sales,08/09/2017,08/09/2017,"","",Cash,1,7.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p08092017,Daily Sales,08/09/2017,08/09/2017,"","",Card,1,138.56,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b08092017,Daily Sales,08/09/2017,08/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c07092017,Daily Sales,07/09/2017,07/09/2017,"","",Cash,1,27.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p07092017,Daily Sales,07/09/2017,07/09/2017,"","",Card,1,183.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b07092017,Daily Sales,07/09/2017,07/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c06092017,Daily Sales,06/09/2017,06/09/2017,"","",Cash,1,74.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p06092017,Daily Sales,06/09/2017,06/09/2017,"","",Card,1,221.62,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b06092017,Daily Sales,06/09/2017,06/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c05092017,Daily Sales,05/09/2017,05/09/2017,"","",Cash,1,42.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p05092017,Daily Sales,05/09/2017,05/09/2017,"","",Card,1,289.58,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b05092017,Daily Sales,05/09/2017,05/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c04092017,Daily Sales,04/09/2017,04/09/2017,"","",Cash,1,44.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p04092017,Daily Sales,04/09/2017,04/09/2017,"","",Card,1,273.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b04092017,Daily Sales,04/09/2017,04/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c03092017,Daily Sales,03/09/2017,03/09/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p03092017,Daily Sales,03/09/2017,03/09/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b03092017,Daily Sales,03/09/2017,03/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c02092017,Daily Sales,02/09/2017,02/09/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p02092017,Daily Sales,02/09/2017,02/09/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b02092017,Daily Sales,02/09/2017,02/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c01092017,Daily Sales,01/09/2017,01/09/2017,"","",Cash,1,45.93,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p01092017,Daily Sales,01/09/2017,01/09/2017,"","",Card,1,191.05,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b01092017,Daily Sales,01/09/2017,01/09/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c31082017,Daily Sales,31/08/2017,31/08/2017,"","",Cash,1,32.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p31082017,Daily Sales,31/08/2017,31/08/2017,"","",Card,1,125.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b31082017,Daily Sales,31/08/2017,31/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c30082017,Daily Sales,30/08/2017,30/08/2017,"","",Cash,1,35.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p30082017,Daily Sales,30/08/2017,30/08/2017,"","",Card,1,206.82,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b30082017,Daily Sales,30/08/2017,30/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c29082017,Daily Sales,29/08/2017,29/08/2017,"","",Cash,1,70.24,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p29082017,Daily Sales,29/08/2017,29/08/2017,"","",Card,1,141.54,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b29082017,Daily Sales,29/08/2017,29/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c28082017,Daily Sales,28/08/2017,28/08/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p28082017,Daily Sales,28/08/2017,28/08/2017,"","",Card,1,6.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b28082017,Daily Sales,28/08/2017,28/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c27082017,Daily Sales,27/08/2017,27/08/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p27082017,Daily Sales,27/08/2017,27/08/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b27082017,Daily Sales,27/08/2017,27/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c26082017,Daily Sales,26/08/2017,26/08/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p26082017,Daily Sales,26/08/2017,26/08/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b26082017,Daily Sales,26/08/2017,26/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c25082017,Daily Sales,25/08/2017,25/08/2017,"","",Cash,1,12.95,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p25082017,Daily Sales,25/08/2017,25/08/2017,"","",Card,1,159.51,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b25082017,Daily Sales,25/08/2017,25/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c24082017,Daily Sales,24/08/2017,24/08/2017,"","",Cash,1,54.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p24082017,Daily Sales,24/08/2017,24/08/2017,"","",Card,1,191.82,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b24082017,Daily Sales,24/08/2017,24/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c23082017,Daily Sales,23/08/2017,23/08/2017,"","",Cash,1,25.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p23082017,Daily Sales,23/08/2017,23/08/2017,"","",Card,1,213.28,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b23082017,Daily Sales,23/08/2017,23/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c22082017,Daily Sales,22/08/2017,22/08/2017,"","",Cash,1,25.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p22082017,Daily Sales,22/08/2017,22/08/2017,"","",Card,1,281.19,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b22082017,Daily Sales,22/08/2017,22/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c21082017,Daily Sales,21/08/2017,21/08/2017,"","",Cash,1,64.8,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p21082017,Daily Sales,21/08/2017,21/08/2017,"","",Card,1,207.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b21082017,Daily Sales,21/08/2017,21/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c20082017,Daily Sales,20/08/2017,20/08/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p20082017,Daily Sales,20/08/2017,20/08/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b20082017,Daily Sales,20/08/2017,20/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c19082017,Daily Sales,19/08/2017,19/08/2017,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p19082017,Daily Sales,19/08/2017,19/08/2017,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b19082017,Daily Sales,19/08/2017,19/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c18082017,Daily Sales,18/08/2017,18/08/2017,"","",Cash,1,56.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p18082017,Daily Sales,18/08/2017,18/08/2017,"","",Card,1,163.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b18082017,Daily Sales,18/08/2017,18/08/2017,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
